,embryoname,embryoidx,phase,phaseidx,imagename-fullpath,fname,trainvaltest,timepoint
3475,HA1040-4,315,tEB,14,./data/embryo/embryo_dataset/HA1040-4/D2013.10.31_S0941_I132_WELL4_RUN450.jpeg,HA1040-4/D2013.10.31_S0941_I132_WELL4_RUN450.jpeg,val,12
3476,HC459-6,316,tPB2,0,./data/embryo/embryo_dataset/HC459-6/F0/D2016.05.17_S0398_I647_WELL6_RUN11.jpeg,HC459-6/F0/D2016.05.17_S0398_I647_WELL6_RUN11.jpeg,train,0
3477,HC459-6,316,tPNa,1,./data/embryo/embryo_dataset/HC459-6/F0/D2016.05.17_S0398_I647_WELL6_RUN23.jpeg,HC459-6/F0/D2016.05.17_S0398_I647_WELL6_RUN23.jpeg,train,1
3478,HC459-6,316,tPNf,2,./data/embryo/embryo_dataset/HC459-6/F0/D2016.05.17_S0398_I647_WELL6_RUN92.jpeg,HC459-6/F0/D2016.05.17_S0398_I647_WELL6_RUN92.jpeg,train,2
3479,HC459-6,316,t2,3,./data/embryo/embryo_dataset/HC459-6/F0/D2016.05.17_S0398_I647_WELL6_RUN100.jpeg,HC459-6/F0/D2016.05.17_S0398_I647_WELL6_RUN100.jpeg,train,3
3480,HC459-6,316,t4,5,./data/embryo/embryo_dataset/HC459-6/F0/D2016.05.17_S0398_I647_WELL6_RUN144.jpeg,HC459-6/F0/D2016.05.17_S0398_I647_WELL6_RUN144.jpeg,train,5
3481,HC459-6,316,t5,6,./data/embryo/embryo_dataset/HC459-6/F0/D2016.05.17_S0398_I647_WELL6_RUN150.jpeg,HC459-6/F0/D2016.05.17_S0398_I647_WELL6_RUN150.jpeg,train,6
3482,HC459-6,316,t6,7,./data/embryo/embryo_dataset/HC459-6/F0/D2016.05.17_S0398_I647_WELL6_RUN194.jpeg,HC459-6/F0/D2016.05.17_S0398_I647_WELL6_RUN194.jpeg,train,7
3483,HC459-6,316,t7,8,./data/embryo/embryo_dataset/HC459-6/F0/D2016.05.17_S0398_I647_WELL6_RUN202.jpeg,HC459-6/F0/D2016.05.17_S0398_I647_WELL6_RUN202.jpeg,train,8
3484,HC459-6,316,t8,9,./data/embryo/embryo_dataset/HC459-6/F0/D2016.05.17_S0398_I647_WELL6_RUN216.jpeg,HC459-6/F0/D2016.05.17_S0398_I647_WELL6_RUN216.jpeg,train,9
3485,HC459-6,316,t9+,10,./data/embryo/embryo_dataset/HC459-6/F0/D2016.05.17_S0398_I647_WELL6_RUN259.jpeg,HC459-6/F0/D2016.05.17_S0398_I647_WELL6_RUN259.jpeg,train,10
3486,HC459-6,316,tM,11,./data/embryo/embryo_dataset/HC459-6/F0/D2016.05.17_S0398_I647_WELL6_RUN394.jpeg,HC459-6/F0/D2016.05.17_S0398_I647_WELL6_RUN394.jpeg,train,11
3487,HC459-6,316,tSB,12,./data/embryo/embryo_dataset/HC459-6/F0/D2016.05.17_S0398_I647_WELL6_RUN428.jpeg,HC459-6/F0/D2016.05.17_S0398_I647_WELL6_RUN428.jpeg,train,12
3488,HC459-6,316,tB,13,./data/embryo/embryo_dataset/HC459-6/F0/D2016.05.17_S0398_I647_WELL6_RUN470.jpeg,HC459-6/F0/D2016.05.17_S0398_I647_WELL6_RUN470.jpeg,train,13
3489,HC459-6,316,tEB,14,./data/embryo/embryo_dataset/HC459-6/F0/D2016.05.17_S0398_I647_WELL6_RUN476.jpeg,HC459-6/F0/D2016.05.17_S0398_I647_WELL6_RUN476.jpeg,train,14
3490,HC724-5,317,tPB2,0,./data/embryo/embryo_dataset/HC724-5/D2013.07.02_S0869_I132_WELL5_RUN4.jpeg,HC724-5/D2013.07.02_S0869_I132_WELL5_RUN4.jpeg,train,0
3491,HC724-5,317,tPNa,1,./data/embryo/embryo_dataset/HC724-5/D2013.07.02_S0869_I132_WELL5_RUN30.jpeg,HC724-5/D2013.07.02_S0869_I132_WELL5_RUN30.jpeg,train,1
3492,HC724-5,317,tPNf,2,./data/embryo/embryo_dataset/HC724-5/D2013.07.02_S0869_I132_WELL5_RUN80.jpeg,HC724-5/D2013.07.02_S0869_I132_WELL5_RUN80.jpeg,train,2
3493,HC724-5,317,t2,3,./data/embryo/embryo_dataset/HC724-5/D2013.07.02_S0869_I132_WELL5_RUN89.jpeg,HC724-5/D2013.07.02_S0869_I132_WELL5_RUN89.jpeg,train,3
3494,HC724-5,317,t3,4,./data/embryo/embryo_dataset/HC724-5/D2013.07.02_S0869_I132_WELL5_RUN141.jpeg,HC724-5/D2013.07.02_S0869_I132_WELL5_RUN141.jpeg,train,4
3495,HC724-5,317,t5,6,./data/embryo/embryo_dataset/HC724-5/D2013.07.02_S0869_I132_WELL5_RUN143.jpeg,HC724-5/D2013.07.02_S0869_I132_WELL5_RUN143.jpeg,train,6
3496,HC724-5,317,t6,7,./data/embryo/embryo_dataset/HC724-5/D2013.07.02_S0869_I132_WELL5_RUN206.jpeg,HC724-5/D2013.07.02_S0869_I132_WELL5_RUN206.jpeg,train,7
3497,HC724-5,317,t7,8,./data/embryo/embryo_dataset/HC724-5/D2013.07.02_S0869_I132_WELL5_RUN212.jpeg,HC724-5/D2013.07.02_S0869_I132_WELL5_RUN212.jpeg,train,8
3498,HC724-5,317,t8,9,./data/embryo/embryo_dataset/HC724-5/D2013.07.02_S0869_I132_WELL5_RUN214.jpeg,HC724-5/D2013.07.02_S0869_I132_WELL5_RUN214.jpeg,train,9
3499,HC724-5,317,t9+,10,./data/embryo/embryo_dataset/HC724-5/D2013.07.02_S0869_I132_WELL5_RUN220.jpeg,HC724-5/D2013.07.02_S0869_I132_WELL5_RUN220.jpeg,train,10
3500,HE377-4,318,tPB2,0,./data/embryo/embryo_dataset/HE377-4/D2013.04.08_S0791_I132_WELL4_RUN8.jpeg,HE377-4/D2013.04.08_S0791_I132_WELL4_RUN8.jpeg,train,0
3501,HE377-4,318,tPNa,1,./data/embryo/embryo_dataset/HE377-4/D2013.04.08_S0791_I132_WELL4_RUN24.jpeg,HE377-4/D2013.04.08_S0791_I132_WELL4_RUN24.jpeg,train,1
3502,HE377-4,318,tPNf,2,./data/embryo/embryo_dataset/HE377-4/D2013.04.08_S0791_I132_WELL4_RUN84.jpeg,HE377-4/D2013.04.08_S0791_I132_WELL4_RUN84.jpeg,train,2
3503,HE377-4,318,t2,3,./data/embryo/embryo_dataset/HE377-4/D2013.04.08_S0791_I132_WELL4_RUN93.jpeg,HE377-4/D2013.04.08_S0791_I132_WELL4_RUN93.jpeg,train,3
3504,HE377-4,318,t3,4,./data/embryo/embryo_dataset/HE377-4/D2013.04.08_S0791_I132_WELL4_RUN140.jpeg,HE377-4/D2013.04.08_S0791_I132_WELL4_RUN140.jpeg,train,4
3505,HE377-4,318,t4,5,./data/embryo/embryo_dataset/HE377-4/D2013.04.08_S0791_I132_WELL4_RUN142.jpeg,HE377-4/D2013.04.08_S0791_I132_WELL4_RUN142.jpeg,train,5
3506,HE377-4,318,t5,6,./data/embryo/embryo_dataset/HE377-4/D2013.04.08_S0791_I132_WELL4_RUN190.jpeg,HE377-4/D2013.04.08_S0791_I132_WELL4_RUN190.jpeg,train,6
3507,HE377-4,318,t7,8,./data/embryo/embryo_dataset/HE377-4/D2013.04.08_S0791_I132_WELL4_RUN193.jpeg,HE377-4/D2013.04.08_S0791_I132_WELL4_RUN193.jpeg,train,8
3508,HE377-4,318,t8,9,./data/embryo/embryo_dataset/HE377-4/D2013.04.08_S0791_I132_WELL4_RUN199.jpeg,HE377-4/D2013.04.08_S0791_I132_WELL4_RUN199.jpeg,train,9
3509,HE377-4,318,t9+,10,./data/embryo/embryo_dataset/HE377-4/D2013.04.08_S0791_I132_WELL4_RUN273.jpeg,HE377-4/D2013.04.08_S0791_I132_WELL4_RUN273.jpeg,train,10
3510,HE377-4,318,tM,11,./data/embryo/embryo_dataset/HE377-4/D2013.04.08_S0791_I132_WELL4_RUN414.jpeg,HE377-4/D2013.04.08_S0791_I132_WELL4_RUN414.jpeg,train,11
3511,HE377-4,318,tSB,12,./data/embryo/embryo_dataset/HE377-4/D2013.04.08_S0791_I132_WELL4_RUN444.jpeg,HE377-4/D2013.04.08_S0791_I132_WELL4_RUN444.jpeg,train,12
3512,HE377-4,318,tB,13,./data/embryo/embryo_dataset/HE377-4/D2013.04.08_S0791_I132_WELL4_RUN448.jpeg,HE377-4/D2013.04.08_S0791_I132_WELL4_RUN448.jpeg,train,13
3513,HE444-3,319,tPNf,2,./data/embryo/embryo_dataset/HE444-3/D2017.04.26_S0684_I647_WELL3_RUN76.jpeg,HE444-3/D2017.04.26_S0684_I647_WELL3_RUN76.jpeg,train,0
3514,HE444-3,319,t4,5,./data/embryo/embryo_dataset/HE444-3/D2017.04.26_S0684_I647_WELL3_RUN97.jpeg,HE444-3/D2017.04.26_S0684_I647_WELL3_RUN97.jpeg,train,3
3515,HE444-3,319,t7,8,./data/embryo/embryo_dataset/HE444-3/D2017.04.26_S0684_I647_WELL3_RUN151.jpeg,HE444-3/D2017.04.26_S0684_I647_WELL3_RUN151.jpeg,train,6
3516,HE444-3,319,t8,9,./data/embryo/embryo_dataset/HE444-3/D2017.04.26_S0684_I647_WELL3_RUN163.jpeg,HE444-3/D2017.04.26_S0684_I647_WELL3_RUN163.jpeg,train,7
3517,HE444-3,319,t9+,10,./data/embryo/embryo_dataset/HE444-3/D2017.04.26_S0684_I647_WELL3_RUN173.jpeg,HE444-3/D2017.04.26_S0684_I647_WELL3_RUN173.jpeg,train,8
3518,HE444-4,320,t2,3,./data/embryo/embryo_dataset/HE444-4/D2017.04.26_S0684_I647_WELL4_RUN89.jpeg,HE444-4/D2017.04.26_S0684_I647_WELL4_RUN89.jpeg,train,0
3519,HE444-4,320,t8,9,./data/embryo/embryo_dataset/HE444-4/D2017.04.26_S0684_I647_WELL4_RUN206.jpeg,HE444-4/D2017.04.26_S0684_I647_WELL4_RUN206.jpeg,train,6
3520,HE444-4,320,tM,11,./data/embryo/embryo_dataset/HE444-4/D2017.04.26_S0684_I647_WELL4_RUN415.jpeg,HE444-4/D2017.04.26_S0684_I647_WELL4_RUN415.jpeg,train,8
3521,HE469-5,321,tPB2,0,./data/embryo/embryo_dataset/HE469-5/D2014.05.28_S1112_I132_WELL5_RUN18.jpeg,HE469-5/D2014.05.28_S1112_I132_WELL5_RUN18.jpeg,train,0
3522,HE469-5,321,tPNa,1,./data/embryo/embryo_dataset/HE469-5/D2014.05.28_S1112_I132_WELL5_RUN32.jpeg,HE469-5/D2014.05.28_S1112_I132_WELL5_RUN32.jpeg,train,1
3523,HE469-5,321,tPNf,2,./data/embryo/embryo_dataset/HE469-5/D2014.05.28_S1112_I132_WELL5_RUN101.jpeg,HE469-5/D2014.05.28_S1112_I132_WELL5_RUN101.jpeg,train,2
3524,HE469-5,321,t2,3,./data/embryo/embryo_dataset/HE469-5/D2014.05.28_S1112_I132_WELL5_RUN109.jpeg,HE469-5/D2014.05.28_S1112_I132_WELL5_RUN109.jpeg,train,3
3525,HE469-5,321,t3,4,./data/embryo/embryo_dataset/HE469-5/D2014.05.28_S1112_I132_WELL5_RUN151.jpeg,HE469-5/D2014.05.28_S1112_I132_WELL5_RUN151.jpeg,train,4
3526,HE469-5,321,t4,5,./data/embryo/embryo_dataset/HE469-5/D2014.05.28_S1112_I132_WELL5_RUN155.jpeg,HE469-5/D2014.05.28_S1112_I132_WELL5_RUN155.jpeg,train,5
3527,HE469-5,321,t5,6,./data/embryo/embryo_dataset/HE469-5/D2014.05.28_S1112_I132_WELL5_RUN195.jpeg,HE469-5/D2014.05.28_S1112_I132_WELL5_RUN195.jpeg,train,6
3528,HE469-5,321,t6,7,./data/embryo/embryo_dataset/HE469-5/D2014.05.28_S1112_I132_WELL5_RUN197.jpeg,HE469-5/D2014.05.28_S1112_I132_WELL5_RUN197.jpeg,train,7
3529,HE469-5,321,t7,8,./data/embryo/embryo_dataset/HE469-5/D2014.05.28_S1112_I132_WELL5_RUN209.jpeg,HE469-5/D2014.05.28_S1112_I132_WELL5_RUN209.jpeg,train,8
3530,HE469-5,321,t8,9,./data/embryo/embryo_dataset/HE469-5/D2014.05.28_S1112_I132_WELL5_RUN211.jpeg,HE469-5/D2014.05.28_S1112_I132_WELL5_RUN211.jpeg,train,9
3531,HE469-5,321,t9+,10,./data/embryo/embryo_dataset/HE469-5/D2014.05.28_S1112_I132_WELL5_RUN259.jpeg,HE469-5/D2014.05.28_S1112_I132_WELL5_RUN259.jpeg,train,10
3532,HE469-5,321,tM,11,./data/embryo/embryo_dataset/HE469-5/D2014.05.28_S1112_I132_WELL5_RUN372.jpeg,HE469-5/D2014.05.28_S1112_I132_WELL5_RUN372.jpeg,train,11
3533,HE469-5,321,tSB,12,./data/embryo/embryo_dataset/HE469-5/D2014.05.28_S1112_I132_WELL5_RUN394.jpeg,HE469-5/D2014.05.28_S1112_I132_WELL5_RUN394.jpeg,train,12
3534,HE469-5,321,tB,13,./data/embryo/embryo_dataset/HE469-5/D2014.05.28_S1112_I132_WELL5_RUN424.jpeg,HE469-5/D2014.05.28_S1112_I132_WELL5_RUN424.jpeg,train,13
3535,HE469-5,321,tEB,14,./data/embryo/embryo_dataset/HE469-5/D2014.05.28_S1112_I132_WELL5_RUN426.jpeg,HE469-5/D2014.05.28_S1112_I132_WELL5_RUN426.jpeg,train,14
3536,HF71-3,322,tPB2,0,./data/embryo/embryo_dataset/HF71-3/D2013.01.23_S0715_I132_WELL3_RUN11.jpeg,HF71-3/D2013.01.23_S0715_I132_WELL3_RUN11.jpeg,test,0
3537,HF71-3,322,tPNa,1,./data/embryo/embryo_dataset/HF71-3/D2013.01.23_S0715_I132_WELL3_RUN21.jpeg,HF71-3/D2013.01.23_S0715_I132_WELL3_RUN21.jpeg,test,1
3538,HF71-3,322,tPNf,2,./data/embryo/embryo_dataset/HF71-3/D2013.01.23_S0715_I132_WELL3_RUN89.jpeg,HF71-3/D2013.01.23_S0715_I132_WELL3_RUN89.jpeg,test,2
3539,HF71-3,322,t2,3,./data/embryo/embryo_dataset/HF71-3/D2013.01.23_S0715_I132_WELL3_RUN101.jpeg,HF71-3/D2013.01.23_S0715_I132_WELL3_RUN101.jpeg,test,3
3540,HF71-3,322,t3,4,./data/embryo/embryo_dataset/HF71-3/D2013.01.23_S0715_I132_WELL3_RUN143.jpeg,HF71-3/D2013.01.23_S0715_I132_WELL3_RUN143.jpeg,test,4
3541,HF71-3,322,t4,5,./data/embryo/embryo_dataset/HF71-3/D2013.01.23_S0715_I132_WELL3_RUN147.jpeg,HF71-3/D2013.01.23_S0715_I132_WELL3_RUN147.jpeg,test,5
3542,HF71-3,322,t5,6,./data/embryo/embryo_dataset/HF71-3/D2013.01.23_S0715_I132_WELL3_RUN193.jpeg,HF71-3/D2013.01.23_S0715_I132_WELL3_RUN193.jpeg,test,6
3543,HF71-3,322,t6,7,./data/embryo/embryo_dataset/HF71-3/D2013.01.23_S0715_I132_WELL3_RUN197.jpeg,HF71-3/D2013.01.23_S0715_I132_WELL3_RUN197.jpeg,test,7
3544,HF71-3,322,t8,9,./data/embryo/embryo_dataset/HF71-3/D2013.01.23_S0715_I132_WELL3_RUN199.jpeg,HF71-3/D2013.01.23_S0715_I132_WELL3_RUN199.jpeg,test,9
3545,HF71-3,322,t9+,10,./data/embryo/embryo_dataset/HF71-3/D2013.01.23_S0715_I132_WELL3_RUN273.jpeg,HF71-3/D2013.01.23_S0715_I132_WELL3_RUN273.jpeg,test,10
3546,HF71-3,322,tM,11,./data/embryo/embryo_dataset/HF71-3/D2013.01.23_S0715_I132_WELL3_RUN369.jpeg,HF71-3/D2013.01.23_S0715_I132_WELL3_RUN369.jpeg,test,11
3547,HF71-3,322,tSB,12,./data/embryo/embryo_dataset/HF71-3/D2013.01.23_S0715_I132_WELL3_RUN382.jpeg,HF71-3/D2013.01.23_S0715_I132_WELL3_RUN382.jpeg,test,12
3548,HF71-3,322,tB,13,./data/embryo/embryo_dataset/HF71-3/D2013.01.23_S0715_I132_WELL3_RUN420.jpeg,HF71-3/D2013.01.23_S0715_I132_WELL3_RUN420.jpeg,test,13
3549,HF71-3,322,tEB,14,./data/embryo/embryo_dataset/HF71-3/D2013.01.23_S0715_I132_WELL3_RUN438.jpeg,HF71-3/D2013.01.23_S0715_I132_WELL3_RUN438.jpeg,test,14
3550,HH569-2,323,tM,11,./data/embryo/embryo_dataset/HH569-2/F0/D2017.05.31_S0717_I647_WELL2_RUN429.jpeg,HH569-2/F0/D2017.05.31_S0717_I647_WELL2_RUN429.jpeg,train,0
3551,HH569-2,323,tB,13,./data/embryo/embryo_dataset/HH569-2/F0/D2017.05.31_S0717_I647_WELL2_RUN501.jpeg,HH569-2/F0/D2017.05.31_S0717_I647_WELL2_RUN501.jpeg,train,2
3552,HH569-4,324,t9+,10,./data/embryo/embryo_dataset/HH569-4/F0/D2017.05.31_S0717_I647_WELL4_RUN310.jpeg,HH569-4/F0/D2017.05.31_S0717_I647_WELL4_RUN310.jpeg,test,0
3553,HH569-4,324,tM,11,./data/embryo/embryo_dataset/HH569-4/F0/D2017.05.31_S0717_I647_WELL4_RUN348.jpeg,HH569-4/F0/D2017.05.31_S0717_I647_WELL4_RUN348.jpeg,test,1
3554,HL369-6,325,tPNf,2,./data/embryo/embryo_dataset/HL369-6/D2011.04.27_S0118_I132_WELL6_RUN39.jpeg,HL369-6/D2011.04.27_S0118_I132_WELL6_RUN39.jpeg,val,0
3555,HL369-6,325,t2,3,./data/embryo/embryo_dataset/HL369-6/D2011.04.27_S0118_I132_WELL6_RUN45.jpeg,HL369-6/D2011.04.27_S0118_I132_WELL6_RUN45.jpeg,val,1
3556,HL369-6,325,t3,4,./data/embryo/embryo_dataset/HL369-6/D2011.04.27_S0118_I132_WELL6_RUN79.jpeg,HL369-6/D2011.04.27_S0118_I132_WELL6_RUN79.jpeg,val,2
3557,HL369-6,325,t4,5,./data/embryo/embryo_dataset/HL369-6/D2011.04.27_S0118_I132_WELL6_RUN81.jpeg,HL369-6/D2011.04.27_S0118_I132_WELL6_RUN81.jpeg,val,3
3558,HL369-6,325,t5,6,./data/embryo/embryo_dataset/HL369-6/D2011.04.27_S0118_I132_WELL6_RUN119.jpeg,HL369-6/D2011.04.27_S0118_I132_WELL6_RUN119.jpeg,val,4
3559,HL369-6,325,t6,7,./data/embryo/embryo_dataset/HL369-6/D2011.04.27_S0118_I132_WELL6_RUN121.jpeg,HL369-6/D2011.04.27_S0118_I132_WELL6_RUN121.jpeg,val,5
3560,HL369-6,325,t7,8,./data/embryo/embryo_dataset/HL369-6/D2011.04.27_S0118_I132_WELL6_RUN124.jpeg,HL369-6/D2011.04.27_S0118_I132_WELL6_RUN124.jpeg,val,6
3561,HL369-6,325,t8,9,./data/embryo/embryo_dataset/HL369-6/D2011.04.27_S0118_I132_WELL6_RUN131.jpeg,HL369-6/D2011.04.27_S0118_I132_WELL6_RUN131.jpeg,val,7
3562,HM214-2-9,326,tPB2,0,./data/embryo/embryo_dataset/HM214-2-9/D2015.05.06_S1385_I132_WELL9_RUN7.jpeg,HM214-2-9/D2015.05.06_S1385_I132_WELL9_RUN7.jpeg,val,0
3563,HM214-2-9,326,tPNa,1,./data/embryo/embryo_dataset/HM214-2-9/D2015.05.06_S1385_I132_WELL9_RUN18.jpeg,HM214-2-9/D2015.05.06_S1385_I132_WELL9_RUN18.jpeg,val,1
3564,HM214-2-9,326,tPNf,2,./data/embryo/embryo_dataset/HM214-2-9/D2015.05.06_S1385_I132_WELL9_RUN72.jpeg,HM214-2-9/D2015.05.06_S1385_I132_WELL9_RUN72.jpeg,val,2
3565,HM214-2-9,326,t2,3,./data/embryo/embryo_dataset/HM214-2-9/D2015.05.06_S1385_I132_WELL9_RUN80.jpeg,HM214-2-9/D2015.05.06_S1385_I132_WELL9_RUN80.jpeg,val,3
3566,HM214-2-9,326,t3,4,./data/embryo/embryo_dataset/HM214-2-9/D2015.05.06_S1385_I132_WELL9_RUN132.jpeg,HM214-2-9/D2015.05.06_S1385_I132_WELL9_RUN132.jpeg,val,4
3567,HM214-2-9,326,t4,5,./data/embryo/embryo_dataset/HM214-2-9/D2015.05.06_S1385_I132_WELL9_RUN134.jpeg,HM214-2-9/D2015.05.06_S1385_I132_WELL9_RUN134.jpeg,val,5
3568,HM214-2-9,326,t5,6,./data/embryo/embryo_dataset/HM214-2-9/D2015.05.06_S1385_I132_WELL9_RUN174.jpeg,HM214-2-9/D2015.05.06_S1385_I132_WELL9_RUN174.jpeg,val,6
3569,HM214-2-9,326,t6,7,./data/embryo/embryo_dataset/HM214-2-9/D2015.05.06_S1385_I132_WELL9_RUN176.jpeg,HM214-2-9/D2015.05.06_S1385_I132_WELL9_RUN176.jpeg,val,7
3570,HM214-2-9,326,t7,8,./data/embryo/embryo_dataset/HM214-2-9/D2015.05.06_S1385_I132_WELL9_RUN180.jpeg,HM214-2-9/D2015.05.06_S1385_I132_WELL9_RUN180.jpeg,val,8
3571,HM214-2-9,326,t8,9,./data/embryo/embryo_dataset/HM214-2-9/D2015.05.06_S1385_I132_WELL9_RUN187.jpeg,HM214-2-9/D2015.05.06_S1385_I132_WELL9_RUN187.jpeg,val,9
3572,HM214-2-9,326,t9+,10,./data/embryo/embryo_dataset/HM214-2-9/D2015.05.06_S1385_I132_WELL9_RUN229.jpeg,HM214-2-9/D2015.05.06_S1385_I132_WELL9_RUN229.jpeg,val,10
3573,HM214-2-9,326,tM,11,./data/embryo/embryo_dataset/HM214-2-9/D2015.05.06_S1385_I132_WELL9_RUN314.jpeg,HM214-2-9/D2015.05.06_S1385_I132_WELL9_RUN314.jpeg,val,11
3574,HM214-2-9,326,tSB,12,./data/embryo/embryo_dataset/HM214-2-9/D2015.05.06_S1385_I132_WELL9_RUN340.jpeg,HM214-2-9/D2015.05.06_S1385_I132_WELL9_RUN340.jpeg,val,12
3575,HM214-2-9,326,tB,13,./data/embryo/embryo_dataset/HM214-2-9/D2015.05.06_S1385_I132_WELL9_RUN366.jpeg,HM214-2-9/D2015.05.06_S1385_I132_WELL9_RUN366.jpeg,val,13
3576,HM214-2-9,326,tEB,14,./data/embryo/embryo_dataset/HM214-2-9/D2015.05.06_S1385_I132_WELL9_RUN372.jpeg,HM214-2-9/D2015.05.06_S1385_I132_WELL9_RUN372.jpeg,val,14
3577,HM69-4,327,tPB2,0,./data/embryo/embryo_dataset/HM69-4/F0/D2015.01.29_S1302_I132_WELL4_RUN4.jpeg,HM69-4/F0/D2015.01.29_S1302_I132_WELL4_RUN4.jpeg,train,0
3578,HM69-4,327,tPNa,1,./data/embryo/embryo_dataset/HM69-4/F0/D2015.01.29_S1302_I132_WELL4_RUN22.jpeg,HM69-4/F0/D2015.01.29_S1302_I132_WELL4_RUN22.jpeg,train,1
3579,HM69-4,327,tPNf,2,./data/embryo/embryo_dataset/HM69-4/F0/D2015.01.29_S1302_I132_WELL4_RUN74.jpeg,HM69-4/F0/D2015.01.29_S1302_I132_WELL4_RUN74.jpeg,train,2
3580,HM69-4,327,t2,3,./data/embryo/embryo_dataset/HM69-4/F0/D2015.01.29_S1302_I132_WELL4_RUN84.jpeg,HM69-4/F0/D2015.01.29_S1302_I132_WELL4_RUN84.jpeg,train,3
3581,HM69-4,327,t3,4,./data/embryo/embryo_dataset/HM69-4/F0/D2015.01.29_S1302_I132_WELL4_RUN129.jpeg,HM69-4/F0/D2015.01.29_S1302_I132_WELL4_RUN129.jpeg,train,4
3582,HM69-4,327,t4,5,./data/embryo/embryo_dataset/HM69-4/F0/D2015.01.29_S1302_I132_WELL4_RUN135.jpeg,HM69-4/F0/D2015.01.29_S1302_I132_WELL4_RUN135.jpeg,train,5
3583,HM69-4,327,t6,7,./data/embryo/embryo_dataset/HM69-4/F0/D2015.01.29_S1302_I132_WELL4_RUN187.jpeg,HM69-4/F0/D2015.01.29_S1302_I132_WELL4_RUN187.jpeg,train,7
3584,HM69-4,327,t7,8,./data/embryo/embryo_dataset/HM69-4/F0/D2015.01.29_S1302_I132_WELL4_RUN210.jpeg,HM69-4/F0/D2015.01.29_S1302_I132_WELL4_RUN210.jpeg,train,8
3585,HM69-4,327,t8,9,./data/embryo/embryo_dataset/HM69-4/F0/D2015.01.29_S1302_I132_WELL4_RUN216.jpeg,HM69-4/F0/D2015.01.29_S1302_I132_WELL4_RUN216.jpeg,train,9
3586,HM69-4,327,t9+,10,./data/embryo/embryo_dataset/HM69-4/F0/D2015.01.29_S1302_I132_WELL4_RUN266.jpeg,HM69-4/F0/D2015.01.29_S1302_I132_WELL4_RUN266.jpeg,train,10
3587,HM69-4,327,tM,11,./data/embryo/embryo_dataset/HM69-4/F0/D2015.01.29_S1302_I132_WELL4_RUN362.jpeg,HM69-4/F0/D2015.01.29_S1302_I132_WELL4_RUN362.jpeg,train,11
3588,HM69-4,327,tSB,12,./data/embryo/embryo_dataset/HM69-4/F0/D2015.01.29_S1302_I132_WELL4_RUN370.jpeg,HM69-4/F0/D2015.01.29_S1302_I132_WELL4_RUN370.jpeg,train,12
3589,HM69-4,327,tB,13,./data/embryo/embryo_dataset/HM69-4/F0/D2015.01.29_S1302_I132_WELL4_RUN397.jpeg,HM69-4/F0/D2015.01.29_S1302_I132_WELL4_RUN397.jpeg,train,13
3590,HM69-4,327,tEB,14,./data/embryo/embryo_dataset/HM69-4/F0/D2015.01.29_S1302_I132_WELL4_RUN401.jpeg,HM69-4/F0/D2015.01.29_S1302_I132_WELL4_RUN401.jpeg,train,14
3591,HS15-11,328,tPNf,2,./data/embryo/embryo_dataset/HS15-11/D2012.01.18_S0352_I132_WELL11_RUN30.jpeg,HS15-11/D2012.01.18_S0352_I132_WELL11_RUN30.jpeg,val,0
3592,HS15-11,328,t2,3,./data/embryo/embryo_dataset/HS15-11/D2012.01.18_S0352_I132_WELL11_RUN39.jpeg,HS15-11/D2012.01.18_S0352_I132_WELL11_RUN39.jpeg,val,1
3593,HS15-11,328,t3,4,./data/embryo/embryo_dataset/HS15-11/D2012.01.18_S0352_I132_WELL11_RUN74.jpeg,HS15-11/D2012.01.18_S0352_I132_WELL11_RUN74.jpeg,val,2
3594,HS15-11,328,t4,5,./data/embryo/embryo_dataset/HS15-11/D2012.01.18_S0352_I132_WELL11_RUN78.jpeg,HS15-11/D2012.01.18_S0352_I132_WELL11_RUN78.jpeg,val,3
3595,HS15-11,328,t6,7,./data/embryo/embryo_dataset/HS15-11/D2012.01.18_S0352_I132_WELL11_RUN113.jpeg,HS15-11/D2012.01.18_S0352_I132_WELL11_RUN113.jpeg,val,5
3596,HS15-11,328,t7,8,./data/embryo/embryo_dataset/HS15-11/D2012.01.18_S0352_I132_WELL11_RUN116.jpeg,HS15-11/D2012.01.18_S0352_I132_WELL11_RUN116.jpeg,val,6
3597,HS15-11,328,t8,9,./data/embryo/embryo_dataset/HS15-11/D2012.01.18_S0352_I132_WELL11_RUN125.jpeg,HS15-11/D2012.01.18_S0352_I132_WELL11_RUN125.jpeg,val,7
3598,HS15-11,328,t9+,10,./data/embryo/embryo_dataset/HS15-11/D2012.01.18_S0352_I132_WELL11_RUN186.jpeg,HS15-11/D2012.01.18_S0352_I132_WELL11_RUN186.jpeg,val,8
3599,HS160-4,329,tPNa,1,./data/embryo/embryo_dataset/HS160-4/D2013.02.14_S0735_I132_WELL4_RUN30.jpeg,HS160-4/D2013.02.14_S0735_I132_WELL4_RUN30.jpeg,train,0
3600,HS160-4,329,tPNf,2,./data/embryo/embryo_dataset/HS160-4/D2013.02.14_S0735_I132_WELL4_RUN94.jpeg,HS160-4/D2013.02.14_S0735_I132_WELL4_RUN94.jpeg,train,1
3601,HS160-4,329,t2,3,./data/embryo/embryo_dataset/HS160-4/D2013.02.14_S0735_I132_WELL4_RUN104.jpeg,HS160-4/D2013.02.14_S0735_I132_WELL4_RUN104.jpeg,train,2
